sample_id,paper_id,venue,year,title,source_url,abstract_present,abstract,label_complete,label_uncontaminated,label_matches_paper,reviewer,decision_mode,notes
14,conf/eurosp/PuchPPH26,IEEE EURO S&P,2026,SoK: The Engineer's Guide to Post-Quantum Cryptography for Embedded Devices.,https://doi.org/10.1109/EuroSP68448.2026.00014,True,"Embedded systems are flexible and cost-effective, and thus ubiquitous, making them attractive targets for cyberattacks. Yet deploying advanced cybersecurity on embedded devices is challenging due to their limited computational power and memory. An emerging risk is quantum computing, which, despite being in its early stages, threatens classical asymmetric cryptography. Given the long lifespan of embedded devices, engineers must urgently address post-quantum security. Post-quantum cryptography (PQC) gained prominence with NIST’s standardization initiative for suitable algorithms. During this process, the applicability of PQC to embedded devices became a key research topic. In this work, we survey recent research on PQC for embedded systems, emphasizing applicability to specific use cases rather than focusing solely on PQC algorithms. We provide an overview of the state of the art in PQC and analyze, systematize, and contrast prior work for the three critical embedded use cases: secure communication, secure boot, and secure updates. Overall, PQC already performs competitively with classical cryptography algorithms. However, when performance and memory constraints are an issue, use case-specific considerations should be taken into account when selecting an algorithm for embedded devices. With our findings, we help developers understand the current state of research and its impact from an integration perspective.",yes,yes,yes,Sidnei Barbieri,human_only,
15,conf/eurosp/RuizLezcanoUR26,IEEE EURO S&P,2026,MARISSA: Efficient Inference of Network Protocols using Similarity Digest Clustering and Multiple Sequence Algorithms.,https://doi.org/10.1109/EuroSP68448.2026.00084,True,"Understanding the structure of network protocols is necessary for traffic analysis and security auditing. While many protocols are well documented, custom or proprietary protocols often lack public specifications. In this paper, we present MARISSA, an automated tool for network protocol reverse engineering that infers message formats directly from network traces. MARISSA combines similarity digest-based clustering with multiple sequence alignment to identify field boundaries in unknown traffic. Unlike previous tools, it scales efficiently to large datasets and supports a wide variety of textual and binary protocols. We evaluated MARISSA on nine real-world protocols, where it consistently outperformed existing tools in clustering accuracy and field inference quality. Notably, MARISSA achieves substantial improvement in runtime, reducing it by factors ranging from 2× to 15×. We further illustrate its practical utility using a case study of ARPChat, a custom chat application based on the ARP protocol. MARISSA successfully reconstructed message structures and facilitated interoperability with the original application. Our results show significant improvements in both scalability and inference accuracy, underscoring the tool’s effectiveness in analyzing network protocols.",yes,yes,yes,Sidnei Barbieri,human_only,
16,conf/eurosp/SegalGBEES26,IEEE EURO S&P,2026,UEFI Memory Forensics: A Framework for UEFI Threat Analysis.,https://doi.org/10.1109/EuroSP68448.2026.00024,True,"Modern computing systems rely on the Unified Extensible Firmware Interface (UEFI), which has replaced the legacy Basic Input/Output System (BIOS) as the firmware standard for the modern boot process. Although the UEFI represents a significant advancement in system firmware, it is increasingly targeted by threat actors seeking to exploit its execution environment and take advantage of its persistence mechanisms. While some security-related analysis of UEFI components has been performed--primarily via debugging and runtime behavior testing--to the best of our knowledge, no prior study has specifically addressed the capturing and analysis of volatile UEFI runtime memory to detect malicious exploitation during the pre-OS phase. This gap in UEFI forensic tools limits the ability to conduct in-depth security analysis in pre-OS environments. Such a gap is particularly surprising, given that memory forensics is widely regarded as foundational to modern incident response, as reflected by the popularity of above-OS memory analysis frameworks, such as Rekall, Volatility, and MemProcFS. To address the lack of below-OS memory forensics, we introduce a framework for UEFI memory forensics. The proposed framework consists of two components: UEFIMemDump, a memory acquisition tool, and UEFIDumpAnalysis, an extendable collection of analysis modules capable of detecting malicious activities such as function pointer hooking, inline hooking, malicious image loading, and gadget-based control-flow manipulation. Our proof-of-concept implementation demonstrates the framework's ability to detect modern UEFI threats, such as Thunderstrike, CosmicStrand, and Glupteba bootkits. By providing an open-source solution, our work enables researchers and practitioners to investigate firmware-level threats, develop additional analysis modules, and advance overall below-OS security through UEFI memory analysis.",yes,yes,yes,Sidnei Barbieri,human_only,
17,conf/eurosp/VekariaNS26,IEEE EURO S&P,2026,Towards Multi-Stakeholder Vulnerability Notifications in the Ad-Tech Supply Chain.,https://doi.org/10.1109/EuroSP68448.2026.00061,True,"Online advertising relies on a complex and opaque supply chain that involves multiple stakeholders, including advertisers, publishers, and ad-networks, each with distinct and sometimes conflicting incentives. Recent research has demonstrated the existence of ad-tech supply chain vulnerabilities such as dark pooling, where low-quality publishers bundle their ad inventory with higher-quality ones to mislead advertisers. We investigate the effectiveness of vulnerability notification campaigns aimed at mitigating dark pooling. Prior research on vulnerability notifications have primarily explored single-stakeholder contexts, leaving multi-stakeholder scenarios understudied. There is limited attention to complex multi-stakeholder supply chain ecosystems such as ad-tech supply chain, where resolving vulnerabilities often requires coordinated action across entities with misaligned incentives and interdependent roles. We address this gap by implementing the first online advertising supply chain vulnerability notification pipeline to systematically evaluate the responsiveness of various stakeholders in ad-tech supply chain, including publishers, ad-networks, and advertisers to vulnerability notifications by academics and activists. Our nine-month long automated multi-stakeholder notification study shows that notifications are an effective method for reducing dark pooling vulnerabilities in the online advertising ecosystem, especially when targeted towards ad-networks. Further, the sender reputation does not impact responses to notifications from activists and academics in a statistically different way. Overall, our research fosters industry-scale solution to combat ad inventory fraud and fosters future research on feasibility of multi-stakeholder vulnerability notifications in other supply chain ecosystems.",yes,yes,yes,Sidnei Barbieri,human_only,
18,conf/eurosp/VerheyenhPJ26,IEEE EURO S&P,2026,One Space To Match Them All: Template Inversion and Impersonation under Realistic Post-Breach Conditions.,https://doi.org/10.1109/EuroSP68448.2026.00071,True,"Biometric data provides convenient authentication but raises serious privacy risks when biometric templates, compact representations of biometric traits, are leaked. A growing threat is input reconstruction, where adversaries recover user-specific biometric signals from leaked templates. While prior work shows such attacks are theoretically possible, existing approaches assume unrealistic attacker capabilities, limiting real-world relevance. We present Inter-Template-Space Matching (ITSM), a privacy attack enabling biometric input reconstruction under highly restrictive conditions. Unlike existing methods, ITSM requires only leaked templates and a small number of known template–identity pairs, making it applicable to realistic breach scenarios.To assess ITSM’s privacy implications, we complement our algorithmic evaluation with a user study showing that humans can recognize individuals and infer sensitive attributes (gender, age, ethnicity) from reconstructions. This demonstrates that template inversion threatens both system security and personal privacy, as leaked templates reveal information readily intelligible to human observers. Our results show that leaked biometric templates alone are sufficient to reconstruct sensitive private data, highlighting urgent needs for stronger protection mechanisms.",yes,yes,yes,Sidnei Barbieri,human_only,
19,conf/eurosp/YelgundhalliZMRCC26,IEEE EURO S&P,2026,SourceFabric: Consistent and Scalable Security Policies for Git Repositories.,https://doi.org/10.1109/EuroSP68448.2026.00058,True,"A company’s software is often developed across many repositories, with large companies utilizing tens or hundreds of thousands of Git repositories. The current approach to enforcing security policies across these repositories (such as multi-factor authentication, secret scanning, and branch protection) is to use grouping constructs provided by forges like GitHub, GitLab, and Bitbucket. However, these solutions impose a policy management burden, resulting in misconfigured, inconsistent, and outdated security policies across different repositories and groups.We introduce SourceFabric, an open source system that enables consistent and updated policies across a company’s myriad repositories through scalable and secure cross-repository policy reuse. SourceFabric modularizes security policies, allowing companies to define flexible security policies that can be reused by appropriate company repositories. In doing so, SourceFabric meets specific design and security requirements. First, SourceFabric ensures that a repository’s effective security policy is complete and sound, i.e., all required policies are applied and no extraneous policies are applied. This is necessary to prevent a repository’s policy from being overly restrictive or overly permissive. Second, SourceFabric ensures that the parties responsible for managing the reused security policies can update them as needed, without being constrained by factors such as the number of repositories reusing the policy or other policies reused alongside the updated policy. SourceFabric also automatically updates a repository’s reused policies to ensure they do not grow stale. Finally, SourceFabric enables verifiability and auditability of reused policies, preventing attacks such as policy equivocation and untrusted policy issuers.SourceFabric was created by a team of academic and industry practitioners to address an acute, real-world policy management need. SourceFabric has been upstreamed into production within the popular OpenSSF project, gittuf, and is being piloted at Bloomberg.",yes,yes,yes,Sidnei Barbieri,human_only,
20,conf/eurosp/ZhangMOBF26,IEEE EURO S&P,2026,The Unbearable Randomness of Fuzzing.,https://doi.org/10.1109/EuroSP68448.2026.00073,True,"Fuzzing has become a cornerstone of automated software testing and vulnerability discovery. However, its inherently stochastic nature poses serious challenges for evaluation and reproducibility. Moreover, the underlying sources of this randomness, often unforeseen and uncontrollable, remain largely unexplored by the scientific community.In this paper, we present the first comprehensive study of the different sources of randomness in fuzzing, analyzing its root causes, impact on key performance metrics, and implications for experimental design, revealing several key findings that can guide future fuzzing practitioners. We systematically analyze the sources of variability, including target behavior, environmental conditions, and fuzzer internals, and quantify their effects through large-scale experiments across diverse configurations. Using fuzzer throughput and code coverage as primary indicators, we reveal that variability persists even under tightly controlled conditions, and that conventional practices, such as fixing the PRNG seed, are insufficient to ensure consistency. Through statistical power analysis and meta-evaluation of real-world benchmarking data, we demonstrate that commonly adopted experimental setups often miss the minimum number of repetitions to produce statistically robust conclusions. We provide empirically grounded guidelines for the number of repetitions needed to reliably compare fuzzers and offer practical insights to improve the rigor of future fuzzing research. Our work serves as a foundational step toward more proper fuzzer evaluations by offering insights into how to handle the unbearable randomness of fuzzing.",yes,yes,yes,Sidnei Barbieri,human_only,
21,conf/sp/BouillaguetFMRSV26,IEEE S&P,2026,Blinding Post-Quantum Hash-and-Sign Signatures.,https://doi.org/10.1109/SP63933.2026.00032,True,"Blind signature schemes are essential for privacypreserving applications such as electronic voting, digital currencies or anonymous credentials. In this paper, we revisit Fischlin's framework for round-optimal blind signature schemes and its recent efficient lattice-based instantiations. Our proposed framework compiles any post-quantum hash-and-sign signature scheme into a blind signature scheme. The resulting scheme ensures blindness by design and achieves one-more unforgeability, relying solely on the unforgeability of the underlying signature scheme and the random oracle model. To achieve this we introduce the notion of commit-append-and-prove (CAP) systems, which generalizes traditional commit-and-prove system by making their commitments updatable before proving. This building block allows us to unlock the technical challenges encountered when generalizing previous variants of the Fischlin's framework to any hash-and-sign signature scheme. We provide efficient CAP system instantiations based on recent MPC-in-the-Head techniques. We showcase our framework by constructing blind versions of UOV and Wave, thereby introducing the first practical blind signatures based on multivariate cryptography and codebased cryptography. Our blind UOV signatures range from 3.8 KB to 11 KB, significantly outperforming previous postquantum blind signatures, such as the 22 KB lattice-based blind signatures, which were the most compact until now.",yes,yes,yes,Sidnei Barbieri,human_only,
22,conf/sp/CarlettiFMPV26,IEEE S&P,2026,On the Detectability of Active Gradient Inversion Attacks in Federated Learning.,https://doi.org/10.1109/SP63933.2026.00193,True,"One of the key advantages of Federated Learning (FL) is its ability to collaboratively train a Machine Learning (ML) model while keeping clients' data on-site. However, this can create a false sense of security. Despite not sharing private data increases the overall privacy, prior studies have shown that gradients exchanged during the FL training remain vulnerable to Gradient Inversion Attacks (GIAs). These attacks allow the reconstruction of the clients' local data, breaking the privacy promise of FL. GIAs can be launched by either a passive or an active server. In the latter case, a malicious server manipulates the global model to facilitate data reconstruction. While effective, earlier attacks falling under this category have been demonstrated to be detectable by clients, limiting their real-world applicability. Recently, novel active GIAs have emerged, claiming to be far stealthier than previous approaches. This work provides the first comprehensive analysis of these claims, investigating four state-of-the-art GIAs. We propose novel lightweight client-side detection techniques, based on statistically improbable weight structures and anomalous loss and gradient dynamics. Extensive evaluation across several configurations demonstrates that our methods enable clients to effectively detect active GIAs without any modifications to the FL training protocol.",yes,yes,yes,Sidnei Barbieri,human_only,
23,conf/sp/ChenHYC26,IEEE S&P,2026,APEX: Accurate Parallel Expressive Homomorphic Execution for Encrypted Databases.,https://doi.org/10.1109/SP63933.2026.00173,True,"Fully homomorphic encryption (FHE) promises end-to-end secure cloud databases by enabling arbitrary queries directly over encrypted data, without ever exposing plaintext. However, existing FHE-based databases must trade off SIMD parallelism against exact query semantics, as they rely on approximate methods to exploit large-scale SIMD, limiting their practicality. This paper presents APEX, the first FHE database that jointly achieves efficient SIMD execution and precise SQL semantics within a single-scheme BGV/BFV framework. Our key insight is that the dominant bottleneck lies not in the schemes themselves but in data encoding: prior layouts misalign ciphertext slots with column and predicate semantics, squandering SIMD capacity. Therefore, Apex introduces a semantics-aware unified encoding UniCo that decomposes numeric and string values into bounded, position-weighted segments and aligns them with ciphertext slots across rows by data type and position. This alignment enables predicate comparisons to exploit bounded value ranges via Range-Aware Homomorphic Comparison (RAHC) and operate over an application-chosen small domain rather than the full plaintext modulus, making SIMD far more effective. Furthermore, to preserve efficiency and correctness for arbitrary-precision values, Apex employs Parallel Lazy Carry Propagation (PLCP), which defers crosssegment carry handling until needed and thus simplifies homomorphic query execution. Compared to state-of-the-art FHE databases, APEX achieves up to $8 \times$ speedup on TPC$\mathbf{H}$ benchmarks, and up to $\mathbf{2 0 9, 2 1 3} \times$ acceleration for string pattern matching with single- and multi-character wildcards.",yes,yes,yes,Sidnei Barbieri,human_only,
24,conf/sp/CivitCGGKVZ26,IEEE S&P,2026,Scalable Accountable Byzantine Agreement and Beyond.,https://doi.org/10.1109/SP63933.2026.00029,True,"No $t$-resilient Byzantine Agreement (or Reliable Broadcast) protocol can guarantee agreement among $n$ correct processes in a non-synchronous network if the actual number of faulty processes $f$ is $\geq n-2 t$. This limitation highlights the need to augment such fragile protocols with mechanisms that detect safety violations, such as forensic support and accountability. This paper introduces simple and efficient techniques to address this challenge by proposing a new generic transformation, $\mathcal{A} \mathcal{B} \mathcal{C}^{++}$. The transformation leverages two key primitives: the ratifier and the propagator. By sequentially composing these primitives with any closed-box Byzantine Agreement (or Reliable Broadcast) protocol, $\mathcal{A} \mathcal{B} \mathcal{C}^{++}$produces a robust counterpart that provides both (adaptively-secure) forensic support and (1-delayed adaptively-secure) accountability. The transformation incurs a subquadratic additive communication overhead, with only 1 round of overhead for decision and forensic support, and 2 additional rounds for detection in case of a safety violation (or $O(\log n)$ additional rounds with optimized communication). The generality of $\mathcal{A} \mathcal{B} \mathcal{C}^{++}$ offers a compelling general alternative to the subquadratic forensic support solution by Sheng et al. (FC'23) tailored to HotStuff-like protocols, while being more efficient than the (strongly-adaptively-secure) quadratic $\mathcal{A} \mathcal{B} \mathcal{C}$ accountable transformation (IPDPS'22, JPDC'23). Moreover, it provides the first subquadratic accountable Byzantine Agreement (or Reliable Broadcast) protocols against a (1-delayed) adaptive adversary. Finally, any subquadratic accountable Reliable Broadcast protocol can be integrated into the $\tau_{s c r}$ transformation (ICDCS'22) to produce an improved variant, $\tau_{s c r}^{++}$. This new version compiles any deterministic (and even beyond) protocol into its accountable counterpart with subquadratic multiplicative communication overhead, significantly improving upon the original quadratic overhead in $\tau_{s c r}$.",yes,yes,yes,Sidnei Barbieri,human_only,
